,ring_metal,Overall Condition,Gemstone Weights (carats),Ring Price (usd),Ring Gross Weight (grams),Ring Size,Diamond Average Color,Diamond Average Clarity,Diamond Shapes,Gems Shapes,Gem Average Clarity,Gem Type
1267,"Diamond, Platinum ", Very Good,[3. 1.],1062500.0,6.2,10.0, M+, SI,[' Pear-shaped'],[],,[]
1268,"Emerald, Gold ", Very Good,[9.6],1062500.0,15.6,,,,[],[],,[]
1269,"Diamond, Platinum ", Very Good,[2.07 0.34],1062500.0,6.1,7.0, G-H-I, VS,"[' Marquise-cut, Tapered Baguette-cut']",[],,[]
1270,"Colored Diamond, Diamond, Gold ", Very Good,[4.95 0.4 ],1050000.0,7.0,6.0, G-H-I, I,"[' Oval-shaped, Half-Moon']",[],,[]
1271,"Fancy Brown-Yellow Diamond, Diamond, White Gold ", Very Good,[5.31 0.7 ],1031250.0,4.2,7.0, J-K-L, SI,"[' Full-cut, Baguette-cut', ' Cut-Cornered Rectangular Modified Brilliant']",[],,[]
1272,"Diamond, Platinum ", Very Good,[2.03 0.1 ],1031250.0,4.2,9.0, D-E-F, SI,"[' Pear-shaped, Tapered Baguette-cut', ' Pear-shaped']",[],,[]
1273,"Diamond, Gold ", Very Good,[1.45 1.35 1.3 ],1031250.0,5.28,7.0, M+, SI,[' European-cut'],[],,[]
1274,"Diamond, Gold ", Good,[3.41 0.8 ],1031250.0,8.6,4.0, J-K-L, SI,"[' Pear-shaped, Full-cut, Single-cut']",[],,[]
1275,"Art Deco Yellow Sapphire, Platinum ", Very Good,[14.93],1031250.0,7.16,7.0,,,[],[],,[]
1276,"Sapphire, Diamond, Platinum ", Excellent,[5.18 0.7 ],1031250.0,9.08,5.0, G-H-I, VS,[' Full-cut'],[' Cushion-shaped'], Fine,[' Sapphire']
1277,"Gentleman's Diamond, White Gold ", Good,[3.04 0.4  3.44],1015750.0,8.6,9.0, J-K-L, VS,"[' Brilliant-cut, European-cut, Full-cut']",[],,[]
1278,"Diamond, Platinum ", Very Good,[2.9],1015750.0,15.76,, G-H-I, I,[' Round'],[],,[]
1279,"Sapphire, Diamond, Platinum ", Very Good,[4.61 0.7  0.55 1.25],1015750.0,7.6,5.0, G-H-I, VS,"[' Pear-shaped, Full-cut']",[' Cushion-shaped'], Fine,[' Sapphire']
1280,"Diamond, Gold ", Very Good,[2.38],1015750.0,13.75,, G-H-I, SI,[' Brilliant-cut'],[],,[]
1281,"Diamond, Enamel, Platinum, Gold ", Very Good,[5.],1015750.0,32.09,5.0, G-H-I, VS,[' Round'],[],,[]
1282,"Sapphire, Diamond, Platinum ", Very Good,[10.24  0.46],1015750.0,5.1,6.0, J-K-L, VS,[' Full-cut'],[' Rectangular-shaped'], Good,[' Sapphire']
1283,"Colored Diamond, Diamond, Platinum, Gold ", Very Good,[2.12 0.66 2.12],1003800.0,6.5,6.0, G-H-I, VS,[],[],,[]
1284,"Diamond, Sapphire, Platinum ", Very Good,[2.08],1000250.0,4.8,, G-H-I, VS,[' single-cut'],[' calibre-cut'],,[' Sapphires']
1285,"Ceylon Sapphire, Diamond, Gold ", Good,[14.56  0.3 ],1000000.0,8.2,7.0, G-H-I, SI,[' Full-cut'],[' Cushion'],,[' Natural Sapphire']
1286,"Diamond, Platinum Eternity Band", Very Good,[7.55],1000000.0,8.4,, G-H-I, VS,[' Emerald-cut'],[],,[]
1287,"Sapphire, Diamond, Platinum, Gold ", Very Good,[4.12 3.91 2.75],1000000.0,10.7,7.0, G-H-I, VS,[' Oval'],[' Oval'],,[' Sapphire']
1288,"Fancy Colored Diamond, Diamond, Platinum ", Very Good,[0.92 0.81 0.35],1000000.0,3.5,6.0, G-H-I, VS,"[' Full-cut', ' Pear', ' Pear']",[],,[]
1289,"Diamond, Gold ", Very Good,[2.23 0.6 ],1000000.0,9.7,5.0, G-H-I, SI,"[' Full-cut', ' Round Brilliant']",[],,[]
1290,"Fancy Intense Yellow Diamond, Diamond, Platinum ", Very Good,[2.01 0.78 0.46],1000000.0,7.1,5.0, G-H-I, VS,"[' Radiant, Full-cut', ' Cut Cornered Rectangular Modified Brilliant']",[],,[]
1291,"Colombian Emerald, Diamond, Gold ", Good,[1.75 1.   1.   2.75],1000000.0,14.7,6.0, G-H-I, VS,"[' Emerald-cut, Square step-cut']",[' Emerald-cut'],,[' Natural Emerald']
1292,"Gentleman's Star Ruby, Gold ", Very Good,[12.],1000000.0,23.8,7.0,,,[],[' Cabochon'],,[' Ruby']
1293,"Diamond, Lacquer, Gold ", Very Good,[4.],1000000.0,34.4,, G-H-I, VS,[' Full-cut'],[],,[]
1294,"Art Deco Ceylon Sapphire, Diamond, Platinum ", Very Good,[5.5 1.4],1000000.0,6.5,4.0, G-H-I, VS,[' European-cut'],[' Oval-shaped Cabochon'],,[' Natural Corundum']
1295,"Diamond, Emerald, Platinum ", Very Good,[1.53 1.1  0.85],1000000.0,15.4,6.0, G-H-I, VS,"[' full, tapered baguette', ' Round Brilliant']",[],,[]
1296,"Black Opal, Tsavorite Garnet, Gold ", Very Good,[8.   1.75],1000000.0,20.3,6.0,,,[],"[' Cabochon, Round-cut']",,"[' Opal, Tsavorite Garnet']"
1297,"Sapphire, Diamond, Gold ", Very Good,[6.01 1.6 ],1000000.0,8.9,5.0, G-H-I, VS,[' Full-cut'],[' Oval Modified Brilliant Cut'],,[' Natural Corundum']
1298,"Paraiba Tourmaline, Diamond, Gold ", Very Good,[3.65 0.8  0.35],1000000.0,8.1,6.0, G-H-I, VS,"[' baguette, full-cut']",[' Oval'],,[' Paraiba Tourmaline']
1299,"Diamond, White Gold ", Very Good,[2.67 0.6 ],1000000.0,7.0,6.0, G-H-I, SI,"[' Full-cut', ' Round']",[],,[]
1300,"Diamond, White Gold ", Very Good,[3.12 0.45],1000000.0,5.3,4.0, G-H-I, VS,"[' Full-cut', ' Round']",[],,[]
1301,"Diamond, Platinum ", Very Good,[2.62 0.35],1000000.0,4.3,5.0,,,[' Round Brilliant'],[],,[]
1302,"Burma Ruby, Diamond, Platinum ", Very Good,[4.48 0.8 ],1000000.0,7.02,4.0, G-H-I, VS,[' Triangle'],[' Oval'],,[' Natural Corundum']
1303,"Cat's-Eye Chrysoberyl, Diamond, Platinum ", Good,[15.69  2.15],1000000.0,16.1,, J-K-L, SI,[' Full-cut'],"[' Cabochon', ' Double Cabochon']",,"["" Cat's Eye Chrysoberyl"", ' Natural Chrysoberyl']"
1304,"Star Sapphire, Diamond, Nephrite Jade, Gold ", Very Good,[25.   5.2],1000000.0,57.4,, G-H-I, VS,[' Full-cut'],"[' Oval Cabochon, Carved']",,"[' Star Sapphire, Nephrite Jade']"
1305,"Colombian Emerald, Diamond, Platinum ", Very Good,[2.1 1.5],1000000.0,5.1,5.0, G-H-I, VS,"["" Calf's head-cut""]","[' Emerald-cut', ' Emerald-cut']",,"[' Emerald', ' Traditional']"
1306,"Jadeite Jade, Diamond, Platinum ", Very Good,[2.],1000000.0,29.4,7.0, G-H-I, VS,"[' Full-cut, Single-cut']","[' Cabochon', ' Cabochon']",,"[' Jadeite Jade', ' Jadeite Jade']"
1307,"Diamond, Platinum ", Very Good,[1.07 6.  ],1000000.0,10.6,6.0, G-H-I, VS,"[' Pear-shaped, Marquise-cut, Full-cut', ' Pear']",[],,[]
1308,"Art Deco Diamond, Platinum ", Good,[2.09 1.35 0.5 ],1000000.0,8.0,7.0, G-H-I, VS,"[' Round Brilliant-cut, Square-cut, Full-cut']",[],,[]
1309,"Colombian Emerald, Diamond, Gold ", Very Good,[5.55 0.9 ],1000000.0,8.2,5.0, G-H-I, SI,[' Full-cut'],[' Emerald-cut'], Good,[' Emerald']
1310,"Diamond, Platinum ", Good,[2.99 0.15],1000000.0,5.6,4.0, J-K-L, SI,[' Marquise-cut and Tapered baguette-cut'],[],,[]
1311,"Fancy Intense Pink Diamond, Colored Diamond, Platinum, Pink Gold ", Very Good,[0.62],1000000.0,8.11,7.0,, SI,"[' Emerald-cut, Full-cut']",[],,[]
1312,"Diamond, Platinum ", Very Good,[2.27 1.7 ],1000000.0,24.93,9.0, G-H-I, VS,"[' Emerald-cut, Full-cut']",[],,[]
1313,"Diamond, Colored Diamond, White Gold ", Very Good,[3.54 0.25 0.9 ],1000000.0,6.2,6.0, J-K-L, SI,"[' Round Brilliant-cut, Full-cut, Single-cut']",[],,[]
1314,"Diamond, Pink Sapphire, Pink Gold ", Excellent,[6.39 5.28],1000000.0,46.6,7.0, G-H-I, VS,[' Full cut'],[],,[]
1315,"Diamond, Enamel, Platinum, Gold ", Very Good,[2.35],1000000.0,28.7,6.0, G-H-I, VS,[' Full-cut'],[],,[]
1316,"Diamond, Sapphire, Platinum, Gold ", Very Good,[1.25 1.2 ],1000000.0,4.1,7.0, G-H-I, VS,[' Round Brilliant-cut'],[' Round Brilliant-cut'], Fine,[' Sapphire']
1317,"Gentleman's Diamond, Gold ", Excellent,[1.5],1000000.0,9.5,8.0, G-H-I, VS,[' Round Brilliant-cut'],[],,[]
1318,"Fancy Yellow Diamond, Diamond, Gold ", Very Good,[1.86 1.5 ],1000000.0,5.64,4.0, D-E-F, VS,"[' Marquise-cut, Tapered Baguette-cut']",[],,[]
1319,"Diamond, White Gold ",,[2.23 1.95],1000000.0,4.2,7.0, J-K-L, SI,[' European-cut'],[],,[]
1320,"Diamond, Ruby, Enamel, Platinum, Gold ", Very Good,[1.],1000000.0,22.93,, G-H-I, VS,[' Full-cut'],[' Cabochon'], Fair,[' Ruby']
1321,"Diamond, Platinum ", Very Good,[1.7 0.8],1000000.0,15.04,, G-H-I, SI,"[' European, Single-cut']",[],,[]
1322,"Diamond, White Gold ", Very Good,[2.53 0.25],1000000.0,4.29,5.0, G-H-I, SI,"[' Marquise, Tapered Baguette-cut']",[],,[]
1323,"Art Deco Sapphire, Diamond, Platinum ", Very Good,[2.  2.  0.8],1000000.0,6.83,4.0, J-K-L, SI,[' European-cut'],"[' Rectangle-shaped, Square-shaped']", Fine,[' Sapphire']
1324,"Sapphire, Diamond, Platinum ", Good,[5.  1.5],1000000.0,8.3,5.0, G-H-I, SI,[' Round Brilliant-cut'],[' Oval-Shaped'], Good,[' Sapphire']
1325,"Diamond, Platinum ", Very Good,[2.16 3.  ],1000000.0,7.6,6.0, G-H-I, VS,[' Round Brilliant-cut'],[],,[]
1326,"Henry Dunay Coral, Diamond, Gold ", Very Good,[1.4],1000000.0,,, G-H-I, SI,[' full-cut'],[' Oval-shaped cabochon'],,[' Coral']
1327,"Jadeite Jade, Diamond, Enamel, Platinum, Gold ", Very Good,[2.5],1000000.0,25.79,6.0, G-H-I, VS,[' Full-cut'],[' Carved'],,[' Jadeite Jade']
1328,"Tanzanite, Diamond, Gold ", Good,[26.94  0.9 ],1000000.0,20.1,6.0, G-H-I, VS,[' Full-cut'],[],,[]
1329,"Fancy Vivid Colored Diamond, Diamond, Platinum ", Excellent,[0.19 0.13],1000000.0,6.6,6.0, G-H-I, VS,"[' Oval-shaped, Full-cut']",[],,[]
1330,"Gentleman's Jadeite Jade, Diamond, Gold ", Very Good,[0.5],1000000.0,21.52,9.0, G-H-I, VS,[' Full-cut'],[' Oval-shaped Cabochon'],,[' Jadeite Jade']
1331,"Diamond, Ruby, Platinum ", Excellent,[0.84 1.87 2.71],1000000.0,9.8,5.0, D-E-F, VVS,"[' Round-Brilliant-cut, Tapered Baguette-cut']",[' Baguette-shaped'], Fine,[' Ruby']
1332,"Diamond, Platinum ", Good,[1.63 0.6  0.4  2.63],985875.0,8.6,4.0, D-E-F, VVS,"[' Emerald-cut, Trapezoid-cut, Full-cut']",[],,[]
1333,"Jadeite Jade, Diamond, White Gold ", Good,[1.3],968750.0,9.7,6.0, G-H-I, SI,[' Full-cut'],[' Oval'],,[' Natural Jadeite Jade']
1334,"Art Deco Diamond, Platinum ", Good,[3.32 0.5 ],968750.0,4.9,4.0, G-H-I, SI,"[' Single, European', ' European-cut']",[],,[]
1335,"Aquamarine, Diamond, Platinum ", Very Good,[15.   2.3],968750.0,15.5,6.0, G-H-I, VS,[' Full-cut'],[' Square cushion'],,[' Aquamarine']
1336,"Diamond, Platinum ", Very Good,[2.65 2.25 4.9 ],968750.0,9.9,6.0, G-H-I, VS,"[' European-cut, Full-cut, Baguette-cut']",[],,[]
1337,"Ruby, Diamond, White Gold ", Very Good,[3.   2.65],968750.0,6.2,6.0, J-K-L, VS,[' round brilliant-cut'],[' oval-cut'], Fine,[' Ruby']
1338,"Jadeite Jade, Gold ", Very Good,[7.],956000.0,5.73,6.0,,,[],[],,[]
1339,"Emerald, Diamond, Platinum, Gold ", Excellent,[4.9  1.   2.05],956000.0,9.6,6.0, G-H-I, SI,[' Triangle-cut'],[' Rectangular-shaped'], Fine,[' Emerald']
1340,"Diamond, Platinum ", Very Good,[3.   0.25],956000.0,5.84,6.0, M+, VS,"[' Marquise-cut, Tapered Baguette-cut']",[],,[]
1341,"Jadeite Jade, Diamond, Platinum ", Very Good,[5.7 1.3 3.  4.3],956000.0,13.75,6.0, G-H-I, VS,"[' Full-cut, Marquise-cut']",[' Oval-shaped cabochon'], Fine,[' Jade']
1342,"Sapphire, Diamond, Platinum ", Very Good,[4.55 4.2 ],956000.0,13.1,6.0, G-H-I, VS,[' Tapered Baguette'],[' Oval-shaped'], Fine,[' Sapphire']
1343,"Diamond, Gold ", Very Good,[1.1 1.5 0.3 2.9],956000.0,5.65,6.0, G-H-I, VS,"[' Round-Brilliant-cut, Full-cut, Baguette-cut']",[],,[]
1344,"Colored Diamond, Diamond, Gold ", Very Good,[7.16 2.6  9.76],956000.0,24.75,7.0, G-H-I, VS,[' Full-cut'],[],,[]
1345,"Diamond, Platinum ", Good,[4.  0.4 4.4],956000.0,7.5,9.0, J-K-L, I,"[' Round Brilliant-cut, Baguette-cut']",[],,[]
1346,"Gentleman's Diamond, Gold ", Very Good,[1.95 2.4 ],956000.0,10.4,9.0, G-H-I, SI,"[' Round-Brilliant, Mine-cut']",[],,[]
1347,"Spinel, Diamond, Pink Sapphire, White Gold ", Very Good,[6.43 0.42 1.02],937500.0,11.1,6.0, G-H-I, SI,[' Full-cut'],[' Round'],,[' Pink Sapphire']
1348,"Diamond, White Gold ", Very Good,[5.15],937500.0,20.8,8.0, G-H-I, VS,[' Full-cut'],[],,[]
1349,"Fancy Yellow Diamond, Diamond, Platinum, Gold ", Very Good,[2.03 0.4 ],937500.0,6.7,5.0, G-H-I, VS,"[' Full-cut', ' Cut Cornered Rectangular Modified Brilliant']",[],,[]
1350,"Star Sapphire, Diamond, Platinum, White Gold ", Very Good,[2.5],937500.0,20.9,, G-H-I, SI,"[' European, full, single-cut']",[' Cabochon'],,[' Star Sapphire']
1351,"Diamond, White Gold ", Very Good,[2.76],937500.0,24.4,7.0, D-E-F, VS,[' full-cut'],[],,[]
1352,"Diamond, Platinum Eternity Band", Very Good,[6.06],937500.0,9.6,, G-H-I, VS,[' Emerald-cut'],[],,[]
1353,"Diamond, White Gold ", Very Good,[2.5],937500.0,20.4,7.0, D-E-F, VS,[' full-cut'],[],,[]
1354,"South Sea Cultured Pearl, Diamond, Platinum ", Very Good,[9.5  0.35],937500.0,18.4,9.0, G-H-I, VS,"[' Pear, Full-cut', ' Near Round']",[],,[]
1355,"Art Deco Natural Pearl, Diamond, Platinum ", Very Good,[],937500.0,4.0,5.0, J-K-L, SI,"[' European-cut', ' Button']",[],,[]
1356,"Diamond, Platinum ", Very Good,[1.68 0.15],937500.0,5.0,5.0, G-H-I, VS,"[' Baguette-cut', ' Marquise Brilliant']",[],,[]
1357,"Ruby, Diamond, Gold ", Very Good,[2.25 1.3 ],937500.0,13.89,6.0, G-H-I, VS,[' Full-cut'],[' Oval-shaped Cabochon'],,[' Ruby']
1358,"Tanzanite, Diamond, White Gold ", Very Good,[18.22  1.83],937500.0,11.0,6.0, G-H-I, VS,[' Full-cut'],[' Oval-shaped'],,[' Tanzanite']
1359,"Diamond, White Gold ", Very Good,[1.5  1.49],937500.0,7.0,6.0, G-H-I, SI,"[' Full-cut', ' Cut-Cornered Rectangular Modified Brilliant']",[],,[]
1360,"Lavender Jadeite Jade, Diamond, White Gold ", Very Good,[12.3  2.4],937500.0,10.0,5.0, G-H-I, VS,"[' Full-cut, Marquise-cut']","[' Oval Cabochon', ' Oval Cabochon']",,"[' Lavender Jadeite Jade', ' Jadeite Jade']"
1361,"Fancy Orange-Brown Diamond, Diamond, Gold ", Very Good,[1.81 1.  ],937500.0,,6.0, G-H-I, SI,"[' Full-cut', ' Pear-shaped']",[],,[]
1362,"Gentleman's Diamond, Gold ", Very Good,[2.52 0.4 ],937500.0,15.5,9.0, G-H-I, SI,[' Round Brilliant-cut'],[],,[]
1363,"Colored Diamond, Diamond, Platinum ", Very Good,[2.85 0.4 ],937500.0,7.0,3.0, G-H-I, SI,"[' European-cut, Single-cut']",[],,[]
1364,"Diamond, Platinum ", Very Good,[1.91 0.15],937500.0,4.1,6.0, G-H-I, VS,"[' Emerald-cut, Baguette-cut', ' Emerald']",[],,[]
1365,"Coral, Diamond, Enamel, Gold ", Good,[0.45],937500.0,28.3,7.0, G-H-I, VS,[' Full-cut'],[' Oval-shaped Cabochon'],,[' Coral']
1366,"Sapphire, Diamond, Platinum ", Very Good,[4.  1.1],937500.0,6.5,6.0, G-H-I, VS,[' Baguette-cut and tapered baguette-cut'],[' Emerald-cut'], Good,[' Sapphire']
1367,"Black Opal, Diamond, Gold ", Very Good,[16.1  1.1],937500.0,18.4,8.0, J-K-L, I,[' Full-cut'],[' Cabochon'],,[' Opal']
1368,"Diamond, Platinum, Gold ", Very Good,[2.48 0.4 ],937500.0,9.2,, J-K-L, VS,"[' Emerald-cut, Tapered Baguette-cut']",[],,[]
1369,"Diamond, Gold ", Very Good,[2.75 0.5 ],937500.0,11.5,8.0, M+, VS,"[' Round Brilliant-cut, Baguette-cut']",[],,[]
1370,"Sapphire, Diamond, White Gold ", Very Good,[2.2  0.75],937500.0,4.8,6.0, D-E-F, VVS,[' Full-cut'],[' Pear-shaped'], Good,[' Sapphire']
1371,"Diamond, Gold ", Good,[2.63],937500.0,10.4,7.0, M+, VS,[' European-cut'],[],,[]
1372,"Jadeite Jade, Diamond, Platinum ", Very Good,[15.5   0.65],937500.0,13.2,5.0, J-K-L, VS,"[' Marquise-cut, Full-cut']",[' Oval-shaped Cabochon'],,[' Jadeite Jade']
1373,"Art Deco Diamond, Platinum ", Good,[1.75 0.4 ],937500.0,4.4,6.0, G-H-I, VS,"[' European-cut, Single cut, Marquise-shaped']",[],,[]
1374,"Diamond, Gold ", Very Good,[3.05 0.5 ],937500.0,16.8,, M+, SI,"[' Pear-shaped, Full-cut']",[],,[]
1375,"Colombian Emerald, Diamond, White Gold ", Very Good,[7.34 1.3 ],937500.0,9.3,6.0, J-K-L, SI,[' Full-cut'],[' Square-shaped'], Fair,[' Emerald']
1376,"Colored Diamond, Gold ", Very Good,[2.3],937500.0,9.54,6.0, M+, VS,[' Round Brilliant-cut'],[],,[]
1377,"Diamond, White Gold ", Very Good,[3.13 0.24 1.   4.37],937500.0,8.01,6.0, G-H-I, SI,[' Cushion Modified Brilliant'],[],,[]
1378,"Art Deco Diamond, Platinum ", Very Good,[1.4 1.3],937500.0,3.02,5.0, J-K-L, VS,[' European-cut'],[],,[]
1379,"Sapphire, Diamond, White Gold ", Very Good,[12.41  1.2   0.5 ],937500.0,11.68,5.0, J-K-L, SI,"[' Baguette, Full-cut']",[' Cushion'], Good,[' Sapphire']
1380,"Diamond, Platinum, White Gold ", Very Good,[2.5  0.68],937500.0,7.21,6.0, J-K-L, SI,"[' Round Brilliant-cut, Full-cut, Single-cut']",[],,[]
1381,"Diamond, Platinum, Gold ", Good,[1.25],937500.0,2.8,4.0, G-H-I, VS,[' Round Brilliant-cut'],[],,[]
1382,"Michael Beaudry Tanzanite, Diamond, Gold ", Very Good,[20.],937500.0,,,,,[' Full-cut'],[' Oval-shaped'], Fine,[' Tanzanite']
1383,"Diamond, Platinum, Gold ", Very Good,[3.85],937500.0,16.2,5.0, G-H-I, VS,[' Full-cut'],[],,[]
1384,"Diamond, Platinum ", Excellent,[6.48],937500.0,7.2,, G-H-I, SI,[' Emerald-cut'],[],,[]
1385,"Art Deco Diamond, Platinum ", Very Good,[2.1 0.2],937500.0,3.63,7.0, J-K-L, SI,"[' European-cut, Single-cut']",[],,[]
1386,"Edwardian Diamond, Platinum ", Very Good,[1.25  nan 3.05],937500.0,5.18,7.0, J-K-L, SI,"[' European-cut, Full-cut']",[],,[]
1387,"Art Deco Diamond, Black Onyx, Platinum ", Very Good,[1.  0.7],937500.0,6.15,7.0, J-K-L, SI,"[' European-cut, Full-cut']",[' Oval-shaped Tablet'],,[' Black Onyx']
1388,"Emerald, Diamond, Platinum, Gold ", Very Good,[7.2 3.5],937500.0,13.41,6.0, G-H-I, VS,[' Marquise-shaped'],[' Emerald-cut'], Good,[' Emerald']
1389,"Tourmaline, Diamond, Platinum ", Very Good,[14.35  0.65],937500.0,25.2,6.0, G-H-I, VS,[' Full-cut'],[' Rectangular-shaped'], Fine,[' Tourmaline']
1390,"Gentleman's Diamond, Gold ", Good,[1.95],937500.0,10.8,9.0, J-K-L, SI,[' Round-Brilliant-cut'],[],,[]
1391,"Diamond, Gold ", Very Good,[1.16],937500.0,8.0,, G-H-I, VS,[' Full-cut'],[],,[]
1392,"Ruby, Diamond, White Gold ", Very Good,[8.47 1.85 1.2  3.05],937500.0,11.4,7.0, D-E-F, SI,"[' Marquise-cut, Full-cut']",[' Oval-shaped'], Good,[' Ruby']
1393,"Diamond, Platinum ", Very Good,[ 1.8  8.7 12. ],926125.0,16.85,4.0, J-K-L, SI,"[' Pear-cut, Full-cut']",[],,[]
1394,"Diamond, Gold ", Good,[2.1  0.75],925000.0,6.5,5.0, G-H-I, I,"[' Full-cut', ' Emerald-Cut']",[],,[]
1395,"Diamond, Gold ", Very Good,[3.66 1.15],906250.0,6.5,, G-H-I, SI,"[' Full-cut', ' Round-Cornered Rectangular Modified Brilliant']",[],,[]
1396,"Diamond, White Gold ", Very Good,[2.88],906250.0,11.5,11.0, M+, VS,"[' circular brilliant', ' Circular Brilliant']",[],,[]
1397,"Sapphire, Diamond, White Gold ", Very Good,[14.   1.6],906250.0,11.2,7.0, G-H-I, SI,[' full-cut'],[' Oval'],,[' Sapphire']
1398,"Fancy Light Brown Diamond, Gold ", Very Good,[3.61],906250.0,3.3,6.0,,,[' Round Brilliant'],[],,[]
1399,"Aquamarine, Diamond, Sapphire, White Gold ", Very Good,[61.29  1.1   0.1 ],906250.0,24.6,6.0, G-H-I, SI,[' Full-cut'],[' Emerald-cut; square-cut; cabochon'],,"[' aquamarine, Sapphire']"
1400,"Diamond, Platinum, Gold ", Very Good,[2.06 0.43],906250.0,19.09,, G-H-I, VS,"[' Emerald-cut, Tapered Baguette', ' Emerald-cut']",[],,[]
1401,"Aquamarine, Diamond, White Gold ", Very Good,[35.9  1.2],906250.0,23.7,, G-H-I, VS,[' Full-cut'],[' Emerald-cut'],,[' Aquamarine']
1402,"Stephen Kretchmer Diamond, Platinum ", Very Good,[1.41],906250.0,,, G-H-I, VS,[' Round Brilliant'],[],,[]
1403,"Diamond, Platinum ", Good,[2.25  nan],906250.0,4.6,8.0, J-K-L, SI,"[' asscher-cut, tapered baguette-cut']",[],,[]
1404,"Paolo Costagli Citrine, Tourmaline, Diamond, Gold ", Very Good,[30.],906250.0,,7.0, G-H-I, SI,[' Full-cut'],"[' Square-shaped, Emerald-cut']", Fine,"[' Citrine, Tourmaline']"
1405,"Diamond, Platinum Eternity Band", Very Good,[5.23],900000.0,7.4,, G-H-I, VS,[' Oval-cut'],[],,[]
1406,"Diamond, Platinum, Gold ",,[1.8 4. ],900000.0,24.7,6.0, G-H-I, VS,"[' Roun brilliant, full, and baguette']",[],,[]
1407,"Colored Diamond, Diamond, White Gold ", Very Good,[3.45 0.35],900000.0,4.3,6.0, M+, VS,"[' Emerald-cut, Full-cut']",[],,[]
1408,"Diamond, Platinum ", Very Good,[2.5 3.5 6. ],900000.0,15.4,6.0, G-H-I, SI,"[' Pear, Baguette, Full']",[],,[]
1409,"Art Deco Diamond, Platinum ", Very Good,[2.35 4.  ],896250.0,,5.0, J-K-L, VS,"[' Cushion, Baguette, European and Single-cut']",[],,[]
1410,"Tanzanite, Diamond, White Gold ", Excellent,[10.    5.95],896250.0,24.6,6.0, G-H-I, SI,[' Full-cut'],[],,[]
1411,"Tanzanite, Diamond, White Gold ", Excellent,[15.  3.],896250.0,15.55,6.0, G-H-I, VS,"[' Brilliant-cut, Marquise-cut']",[' Oval-shaped'], Fine,[' Tanzanite']
1412,"Diamond, Platinum Semi-Mount", Very Good,[11.45  1.45 12.9 ],896250.0,32.37,5.0, D-E-F, VS,"[' Pear, Marquise, Baguette']",[],,[]
1413,"Diamond, White Gold ", Very Good,[1.95 2.7 ],896250.0,4.5,9.0, G-H-I, I,"[' Roudn Brilliant, Pear, Full']",[],,[]
1414,"Paraiba-Type Tourmaline, Diamond, Platinum, Gold ", Very Good,[2.8 0.7],875000.0,7.2,6.0, G-H-I, VS,[' Trapezoid'],[' Oval'],,[' Natural Tourmaline']
1415,"Diamond, Gold ", Very Good,[4.21],875000.0,10.5,5.0, G-H-I,,[' Round Brilliant'],[],,[]
1416,"Ceylon Purple Sapphire, Diamond, Gold ", Good,[5.08 4.  ],875000.0,11.6,6.0, G-H-I, SI,[' Full-cut'],[' Oval'],,[' Natural Sapphire']
1417,"Edwardian Diamond, Platinum ", Fair,[4.35],875000.0,4.0,5.0, J-K-L, I,[' European-cut'],[],,[]
1418,"Diamond, White Gold ", Good,[4.1 0.5],875000.0,6.0,7.0, J-K-L, I,"[' Marquise, Tapered Baguette']",[],,[]
1419,"Diamond, Emerald, Synthetic Ruby, Platinum ", Good,[2.96 1.  ],875000.0,17.8,,,,[' European-cut'],"[' Shield, Rectangular Step-cut']",,"[' Emerald, Synthetic Ruby']"
1420,"Diamond, Gold ", Very Good,[2.   1.15 1.15],875000.0,8.6,6.0, J-K-L, SI,[' European'],[],,[]
1421,"Sapphire, Diamond, Platinum ", Very Good,[7.05 0.2  0.1 ],875000.0,5.1,7.0, G-H-I, VS,"[' Baguette, Single']",[' Rectangular'],,[' Natural Corundum']
1422,"Art Deco Diamond, Synthetic Sapphire, Platinum ", Good,[1.78 0.9 ],875000.0,5.9,, G-H-I, SI,"[' European, Single-cut', ' Circular Brilliant']",[' calibré-cut'],,[' Synthetic Sapphire']
1423,"Diamond, Gold ", Very Good,[1.68 0.7 ],875000.0,24.6,, G-H-I, VS,"[' Full-cut', ' Round Brilliant']",[],,[]
1424,"Diamond, Coral, Black Onyx, Gold ", Very Good,[1.45],875000.0,10.1,6.0, G-H-I, VS,[' full-cut'],[' Carved'],,"[' Coral, Black Onyx']"
1425,"Gentleman's Jadeite Jade, Diamond, Platinum ", Very Good,[0.7],875000.0,25.68,7.0, J-K-L, SI,[' Triangle-shaped'],[' Oval Double Cabochon'],,[' Jadeite Jade']
1426,"Diamond, Platinum ", Very Good,[3.05 1.67],875000.0,19.0,6.0, G-H-I, I,"[' full-cut', ' Modified Triangular Brilliant']",[],,[]
1427,"Fancy Intense Yellow Diamond, Colored Diamond, Diamond, Gold ", Very Good,[1.   0.65 0.2 ],875000.0,4.2,7.0, G-H-I, SI,"[' full-cut', ' Cushion Modified Brilliant']",[],,[]
1428,"Aquamarine, Diamond, Platinum ", Very Good,[38.    0.95  0.65],875000.0,23.7,7.0, G-H-I, SI,[' European-cut'],[' Emerald-cut'],,[' Aquamarine']
1429,"Kunzite, Colored Diamond, Diamond, White Gold ", Very Good,[38.94  4.26  4.05],875000.0,23.8,6.0, G-H-I, SI,[' Full-cut'],[' Cushion-shaped'],,[' Kunzite']
