,Condition Report,Description,Sold Price
1200,"Condition Report*:
Diamonds:
Avg Color: G-H-I
Avg Clarity: SI
Shape(s): Triangle
Count: 1 - 25

Certified Diamonds:
Stone: 1
Lab: GIA
Certification #: 2185551289
Carat: 3.04
Color: Fancy Light Yellow
Clarity: SI2
Shape: Cut-Cornered Rectangular Modified Brilliant

Metals:
Platinum
Gold

Overall Condition: Very Good
Condition Notes: Simple and classic. Marked PLAT 18K.","Fancy Light Yellow, Diamond, Platinum, Gold Ring
The ring features a radiant-cut diamond measuring 9.06 x 8.32 x 4.57 mm and weighing 3.04 carats, enhanced by triangle-shaped diamonds weighing a total of approximately 0.60 carats, set it platinum and 18k gold. A GIA report # 2185551289, dated July 11, 2017, stating Natural, Fancy Light Yellow color, SI2 clarity, accompanies the center stone. Gross weight 6.94 grams.
Size: 7-1/2 (sizeable)","SOLD ON SEP 25, 2017 FOR: $11,250.00"
1201,"Condition Report*:
Diamonds:
Avg Color: G-H-I
Avg Clarity: VS
Shape(s): Emerald-cut
Count: 1 - 25

Metals:
Platinum

Overall Condition: Very Good
Condition Notes: The perfect diamond eternity band. Marked IRID. PLAT, Greg Stewart.","Diamond, Platinum Eternity Band
The band features emerald-cut diamonds weighing a total of approximately 8.75 carats, continuously set in platinum. Gross weight 8.90 grams.
Size: 6 (not sizeable)","SOLD ON APR 3, 2017 FOR: $11,250.00"
1202,"Condition Report*:
Diamonds:
Avg Color: G-H-I
Avg Clarity: SI
Shape(s): Round Brilliant, Full-cut
Count: 26 - 50

Certified Diamonds:
Stone: 1
Lab: GIA
Certification #: 1182142721
Carat: 1.75
Color: G
Clarity: SI1
Shape: Round Brilliant-cut

Metals:
Platinum

Overall Condition: Very Good
Condition Notes: Comes with original paperwork from De Beers, exact diamond weights provided. Diamond is inscribed D29C 2333. Band is marked DB 950 A45997 De Beers. Ring marked De Beers, 950 A13151A.","Diamond, Platinum Rings, De Beers
The wedding ring features a round brilliant-cut diamond measuring 7.68 - 7.73 x 4.79 mm and weighing 1.75 carats, together with a band enhanced by full-cut diamonds weighing a total of 0.58 carat, both set in platinum, marked De Beers. A GIA Laboratory report # 1182142721, dated January 20, 2017, stating G color, SI1 clarity, accompanies the center stone. Gross weight 7.04 grams.
Size: 4-1/4 (ring is sizeable, band is not sizeable)","SOLD ON APR 3, 2017 FOR: $11,250.00"
1203,"Condition Report*:
Diamonds:
Avg Color: G-H-I
Avg Clarity: VS
Shape(s): European-cut, Full-cut, Single-cut
Count: 1 - 25

Metals:
Platinum

Overall Condition: Very Good
Condition Notes: Classic and beautiful. Metal tests as platinum.","Art Deco Diamond, Platinum Ring
The ring features a European-cut diamond measuring 7.80 - 7.89 x 5.28 mm and weighing approximately 2.15 carats, enhanced by full and single-cut diamonds weighing a total of approximately 0.15 carat, set in platinum. Gross weight 4.90 grams.
Size: 7 (sizeable)

Property Offered Unreserved by Court Order - All Lots Sold AS-IS No Returns Permitted","SOLD ON DEC 6, 2016 FOR: $11,250.00"
1204,"Condition Report*:
Diamonds:
Avg Color: G-H-I
Avg Clarity: SI
Shape(s): Round Brilliant-Cut, Full-cut
Count: 26 - 50

Metals:
Gold

Overall Condition: Very Good
Condition Notes: A striking ring. Marked 18K. Full-cut diamonds fall into the VS clarity range.","Colored Diamond, Diamond, Gold Ring
The ring features a round brilliant-cut diamond measuring 10.00 x 9.98 x 5.70 mm and weighing approximately 3.30 carats, enhanced by full-cut near colorless diamonds weighing a total of approximately 0.65 carat, set in 18k white and yellow gold. Gross weight 5.90 grams.
Size: 6-1/4 (sizeable)","SOLD ON DEC 5, 2016 FOR: $11,250.00"
1205,"Condition Report*:
Diamond Average Color: G-H-I
Diamond Average Clarity: SI
Diamond Shapes: Full-cut
Diamond Count: 100+
Gem Type: Tanzanite, Tourmaline
Gem Average Clarity: Good
Gem Shape: Cabochon, Round
Gem Count: 26 - 50
Overall Condition: Very Good
Notes: Exact stone weights known. Two of the tourmalines are chipped. Metal tests as 18k gold. Would not recommend sizing more than 1 - 2 sizes up or down. The color of the tourmalines appears to be Paraiba, though they have not been tested for origin.","Tanzanite, Diamond, Tourmaline, White Gold Ring
The ring features a tanzanite cabochon measuring 19.87 - 20.06 x 11.79 mm and weighing 42.54 carats, enhanced by full-cut diamonds weighing a total of 1.76 carats, accented by round-cut tourmaline weighing a total of 0.60 carat, set in 18k white gold. Gross weight 23.18 grams.
Size: 6-3/4 (sizeable)","SOLD ON DEC 7, 2015 FOR: $11,250.00"
1206,"Condition Report*:
Designer: Oscar Heyman
Diamond Average Color: D-E-F
Diamond Certification No: 5161977037
Diamond Lab: GIA
Diamond Average Clarity: VVS
Diamond Shapes: Emerald-cut, Full-cut
Diamond Count: 1 - 25
Gem Type: Ruby
Gem Average Clarity: Good
Gem Shape: Baguette-cut, Calibré-cut
Gem Count: 1 - 25
Overall Condition: Very Good
Notes: Emerald-cut diamond is laser inscribed with report # 5161977037. Ring is marked with reference number 34078 and is accompanied by Letter of Authenticity from Oscar Heyman dating March 23, 2015.","Art Deco Diamond, Ruby, Platinum Ring, Oscar Heyman Bros.
The ring features an emerald-cut diamond measuring 7.70 x 4.80 x 3.18 mm and weighing 1.08 carats, enhanced full and single-cut diamonds weighing a total of approximately 1.10 carats, accented by baguette, square and calibré-cut rubies weighing a total of approximately 1.30 carats, set in platinum, maker's mark for Oscar Heyman Bros., 34078. A GIA Diamond Dossier report # 5161977037, dated February 2, 2015, stating E color, VVS2 clarity, accompanies the center diamond. Gross weight 10.30 grams.
Size: 6-3/4 (sizeable)","SOLD ON MAY 4, 2015 FOR: $11,250.00"
1207,"Condition Report*:
Designer: Stephen Webster
Diamond Average Color: G-H-I
Diamond Color: Black
Diamond Average Clarity: VS
Diamond Shapes: Full-cut
Diamond Count: 100+
Gem Type: Ruby
Gem Average Clarity: Fine
Gem Shape: Pear, Round, Cabochon
Gem Count: 1 - 25
Overall Condition: Excellent
Notes: The ultimate poison ring! Top of apple hinges open. Maker's mark for Stephen Webster, SW192, 750. Comes with signed box and pouch. Ring is worn on two fingers. Black diamonds not tested for origin of color. Gross weight 27.59 grams.","Stephen Webster Ruby, Diamond, Pink Gold Two-Finger Ring
The Temptation of Eve ring, in 18k pink gold with 2.65 carats total weight of rubies, and 4.17 carats total weight of diamonds.
Size: 6, 7 (not sizeable)","SOLD ON SEP 22, 2014 FOR: $11,250.00"
1208,"Condition Report*:
Diamond Average Color: J-K-L
Diamond Average Clarity: SI
Diamond Shapes: European-cut
Diamond Count: 1 - 25
Gem Type: Emerald
Gem Average Clarity: Fine
Gem Shape: Cushion-shaped
Gem Count: 1 - 25
Overall Condition: Good
Notes: The European-cut diamonds measure 6.95 - 7.00 x 4.40 mm and 6.80 - 6.85 x 4.60 mm; they each weigh approximately 1.45 carats.","Art Deco Emerald, Diamond, Platinum Ring
The ring features a cushion-shaped emerald measuring 6.90 x 6.45 x 4.00 mm and weighing approximately 1.00 carat, enhanced by European-cut diamonds weighing a total of approximately 2.90 carat, accented by European-cut diamonds weighing a total of approximately 0.20 carat, set in platinum. Gross weight 4.30 grams.
Size: 7-1/2 (sizeable)","SOLD ON APR 29, 2014 FOR: $11,250.00"
1209,"Condition Report*:
Diamonds:
Avg Color: J-K-L
Avg Clarity: SI
Shape(s): Bullet-shaped, Full-cut
Count: 1 - 25

Colored Gems:
Type(s): Sapphire
Shape(s): Sugarloaf-shaped
Count: 1 - 25
Avg Quality: Good

Overall Condition: Good
Condition Notes: The full-cut diamonds weigh a total of approximately 0.05 carat.","Sapphire, Diamond, Platinum Ring, Henri Daussi
The ring features a sugarloaf-shaped sapphire measuring 11.30 x 10.00 x 7.35 mm and weighing approximately 7.50 carats, enhanced by bullet-shaped diamonds weighing a total of approximately 0.70 carat, accented by full-cut diamonds, set in platinum, marked Daussi. Gross weight 7.00 grams.
Size: 6-1/2 (sizeable)","SOLD ON DEC 9, 2013 FOR: $11,250.00"
1210,"Condition Report*:
Diamond Average Color: G-H-I
Diamond Average Clarity: SI
Diamond Shapes: European and single-cut
Diamond Count: 1 - 25
Overall Condition: Very Good
Notes: A classic Art Deco design. Single-cut diamonds weigh a total of approximately 0.15 carat.","Art Deco Diamond, Platinum Ring
The ring features a European-cut diamond measuring 7.89 - 7.87 x 4.90 mm and weighing approximately 1.85 carats, enhanced by single-cut diamonds, set in platinum. Gross weight 4.60 grams.
Size: 5 (sizeable)","SOLD ON DEC 9, 2013 FOR: $11,250.00"
1211,"Condition Report*:
Designer: Barducci
Diamond Average Color: G-H-I
Diamond Average Clarity: VS
Diamond Shapes: Square-shaped, Rectangular-shaped, Trapezoid-shaped
Diamond Count: 26 - 50
Gem Type: Sapphire
Gem Average Clarity: Good
Gem Shape: Heart-shaped
Gem Count: 1 - 25
Overall Condition: Very Good
Notes: The beautiful mounting compliments the heart-shaped sapphire. The ring is accompanied by signed inner and outer Barducci boxes. Sapphire weight is stamped inside the ring.","Sapphire, Diamond, Platinum Ring, Barducci
The ring features a heart-shaped sapphire measuring 9.85 x 12.48 x 7.03 mm and weighing 7.03 carat, enhanced by square, rectangular and trapezoid-shaped diamonds weighing a total of approximately 2.80 carats, set in platinum, marked Barducci. Gross weight 13.54 grams.
Size: 5-1/2 (sizeable)","SOLD ON APR 29, 2013 FOR: $11,250.00"
1212,"Condition Report*:
Diamond Average Color: G-H-I
Diamond Average Clarity: VS
Diamond Shapes: Baguette-cut
Diamond Count: 1 - 25
Gem Type: Rubellite Tourmaline
Gem Average Clarity: Good
Gem Shape: Oval-shaped
Gem Count: 1 - 25
Overall Condition: Excellent
Notes: Rubellite and diamond weights are known.","Rubellite, Diamond, Platinum Ring
The ring features an oval-shaped rubellite tourmaline measuring 20.02 x 16.10 x 9.53 mm and weighing 20.26 carats, flanked by baguette-cut diamonds weighing a total of 0.44 carat, set in platinum. Gross weight 10.70 grams.
Size: 5-3/4 (sizeable)","SOLD ON DEC 3, 2012 FOR: $11,250.00"
1213,"Condition Report*:
Diamond Average Color: G-H-I
Diamond Color: Fancy Intense Yellow
Diamond Certification No: US 904013504D
Diamond Lab: EGL
Diamond Average Clarity: VS
Diamond Shapes: Cushion-cut, Full-cut
Diamond Count: 26 - 50
Overall Condition: Very Good
Notes: Gorgeous color and a very lively yellow diamond.","Fancy Yellow Diamond, Diamond, Platinum, Gold Ring
The ring features a cushion-modified brilliant-cut yellow diamond measuring 7.30 x 6.70 x 4.53 mm and weighing 2.02 carats, set in 18k gold, enhanced by full-cut diamonds weighing a total of 0.75 carat, set in platinum. An EGL Laboratory report # US 904013504D, stating Fancy Intense Yellow color, VS2 clarity, accompanies the center diamond. Total diamond weight is 2.77 carats. Gross weight 6.00 grams.
Size: 6-3/4 (sizeable)","SOLD ON APR 30, 2012 FOR: $11,250.00"
1214,"Condition Report*:
Diamonds:
Avg Color: G-H-I
Avg Clarity: VS
Shape(s): triangular brilliant-cut
Count: 1 - 25

Certified Diamonds:
Stone: 1
Lab: GIA
Certification #: 2195778010
Carat: 1.62
Color: Natural, Fancy Intense Yellow, Even
Clarity: VS1
Shape: Modified Octagonal Step-Cut

Metals:
Gold

Overall Condition: Very Good
Condition Notes: A rich shade of yellow glows from within this beautiful diamond. Marked 750. Triangular brilliant-cut diamonds' total weight is known. Sizeable, though it may disrupt the pattern along the outside of the shank. Accompanied by an additional GIA cert dated November 20, 2007.","Fancy Intense Yellow Diamond, Diamond, Gold Ring, Somenzi
The ring features an octagonal step-cut diamond measuring 10.56 x 6.77 x 3.44 mm and weighing 1.62 carats, enhanced by triangular brilliant-cut diamonds weighing a total of 0.60 carat, set in 18k yellow gold, attributed to Somenzi. A GIA report # 2195778010, dated October 23, 2018, stating Natural, Fancy Intense Yellow, Even color, VS1 clarity, accompanies the yellow diamond. Gross weight 4.00 grams.
Size: 6-1/4 (sizeable)","SOLD ON APR 29, 2019 FOR: $11,200.00"
1215,"Condition Report*:
Diamonds:
Avg Color: G-H-I
Avg Clarity: VS
Shape(s): Radiant
Count: 1 - 25

Certified Diamonds:
Stone: 1
Lab: GIA
Certification #: 2146697851
Carat: 1.90
Color: G
Clarity: VS1
Shape: Square Modified Brilliant

Metals:
Platinum

Overall Condition: Very Good
Condition Notes: Marked IRID PLAT. Center diamond is laser inscribed with the GIA report number 2146697851.","Diamond, Platinum Ring, Oscar Heyman Bros.
The ring features a square modified brilliant-cut diamond measuring 6.77 x 6.75 x 4.98 mm and weighing 1.90 carats, enhanced by radiant-cut diamonds weighing a total of 0.62 carat, set in platinum, maker's mark for Oscar Heyman Bros, reference #302194. A GIA report # 2146697851, dated September 3, 2019, stating G color, VS1 clarity, accompanies the center stone. Gross weight 5.77 grams.
Size: 6-1/4 (sizeable)","SOLD ON DEC 8, 2019 FOR: $11,000.00"
1216,"Condition Report*:
Diamonds:
Avg Color: G-H-I
Avg Clarity: VS
Shape(s): Full-cut
Count: 100+

Colored Gems:
Type(s): Emerald
Shape(s): Cushion-shaped
Count: 1 - 25
Avg Quality: Good

Metals:
Gold

Overall Condition: Very Good
Condition Notes: A lush and vibrant emerald in the ultimate setting. Weights marked in the shank. The emerald has minor surface reaching inclusions on the top and side of the stone. Unable to measure the depth of the emerald due to the setting.","Emerald, Diamond, Gold Ring
The ring features a cushion-shaped emerald measuring 14.27 x 12.00 mm and weighing 10.56 carats, accented by full-cut diamonds weighing a total of approximately 7.00 carats, set in 18k gold. Gross weight 24.30 grams.
Size: 7 (sizeable)","SOLD ON OCT 1, 2018 FOR: $11,000.00"
1217,"Condition Report*:
Diamonds:
Avg Color: G-H-I
Avg Clarity: VS
Shape(s): Full-cut
Count: 100+

Colored Gems:
Type(s): Yellow Sapphire
Shape(s): Cushion-shaped
Count: 1 - 25
Avg Quality: Good

Certified Gems:
Gem: 1
Lab: GRS
Certification #: GRS2008-021395
Carat: 15.59
Shape: Cushion-shaped
Origin: Sri Lanka
Treatment: Heat
Type: Corundum

Metals:
Platinum

Overall Condition: Very Good
Condition Notes: Marked PLAT 15.59. Center stone is slightly loose. GRS report states ""LIBS test not applied = Laser Induced Breakdown Spectroscopy, tests for treatments were not conclusive.""","Yellow Sapphire, Diamond, Platinum Ring
The ring features a cushion-shaped yellow sapphire measuring 15.06 x 12.05 mm and weighing 15.59 carats, enhanced by full-cut diamonds weighing a total of approximately 1.40 carats, set in platinum. A GRS report # GRS2008-021395, dated February 8, 2008, stating Natural Yellow Sapphire, Sri Lanka, Enhanced by Heat, accompanies the sapphire. Gross weight 11.10 grams.
Size: 6-1/2 (sizeable)","SOLD ON SEP 26, 2016 FOR: $11,000.00"
1218,"Condition Report*:
Diamonds:
Avg Color: G-H-I
Avg Clarity: SI
Shape(s): marquise, full-cut
Count: 26 - 50

Colored Gems:

Certified Gems:
Gem: 1
Lab: AGL
Certification #: 1100575
Shape: Oval Cabochon
Origin: Ceylon (Sri Lanka)
Treatment: None
Type: Star Sapphire

Metals:
Platinum

Overall Condition: Very Good
Condition Notes: A lovely ring, set with a sapphire full of unique and mesmerizing characteristics. Metal tests as platinum. The sapphire has some surface-reaching inclusions.","Ceylon Star Sapphire, Diamond, Platinum Ring
The ring features an oval-shaped star sapphire measuring 17.00 x 13.30 x 11.70 mm and weighing approximately 34.00 carats, enhanced by marquise-shaped diamonds weighing a total of approximately 1.80 carats, accented by full-cut diamonds weighing a total of approximately 0.90 carat, set in platinum. An AGL report # 1100575, dated April 30, 2019, stating Natural Corundum, Star Sapphire, Origin Ceylon (Sri Lanka), No Gemological Evidence of Heat, accompanies the center stone. Gross weight 16.90 grams.
Size: 7-1/2 (sizeable)","SOLD ON SEP 23, 2019 FOR: $10,937.50"
1219,"Condition Report*:
Diamonds:
Avg Color: G-H-I
Avg Clarity: SI
Shape(s): European-cut, Full-cut
Count: 1 - 25

Metals:
Gold

Overall Condition: Good
Condition Notes: A glamorous diamond ring. Marked 14K. Accent diamonds fall into the VS clarity range. Split shank may require a skilled jeweler to size. Diamond has abrasion on the table and nicks around the girdle.","Diamond, Gold Ring
The ring features a European-cut diamond measuring 9.27 - 9.40 x 5.31 mm and weighing approximately 2.95 carats, enhanced by full-cut diamonds weighing a total of approximately 0.25 carat, set in 14k gold having rhodium finished accents. Gross weight 9.40 grams.
Size: 6-1/4 (not easily sized)","SOLD ON DEC 5, 2016 FOR: $10,937.50"
